Ivy Council,The Ivy Council exists to foster inter-Ivy League student relations to further knowledge sharing and personal growth.,harvardivycouncil@gmail.com,http://www.ivycouncil.org
Japan Initiative,"Harvard College Japan Initiative is a student-run organization dedicated to fostering greater interaction and understanding between students from the U.S. and Japan. Its mission is twofold: to connect Harvard Students with opportunities in Japan (summer camps, internships, wintersessions etc), and to introduce Japanese students to the liberal arts education in the U.S. It also aims to promote the exchange of ideas and perspectives among Harvard students, Harvard faculty more widely, between students in the U.S and students Japanese students through discussions about political and social issues surrounding U.S.-Japan relations.         In order to undertake these missions, the Harvard College Japan Initiative holds annual events in areas such as Tokyo, Obuse, Tokushima and Tohoku aimed at Japanese high school students, in partnership with Japanese universities and alumni from Harvard and other U.S. colleges.",hcji.comm@gmail.com,-
Japan Society,The purpose of the Harvard Japan Society is to foster interest in Japanese culture through Japan-related events on campus.,harvardjapansociety@gmail.com,http://www.hcs.harvard.edu/js/
Jazz Bands,"Founded in 1971, the Harvard University Jazz Bands strive to promote awareness and appreciation of jazz on campus through annual performances, hosting of guest artists, and commissioning of new works. There are two jazz bands at Harvard: the Monday Band--conducted by Yosvany Terry, the Director of Jazz Bands at Harvard--focuses on the music of Duke Ellington, Charles Mingus, and classic and contemporary big band literature, and tends to be a greater time commitment (rehearsals 2 nights a week). The Sunday Band--directed by Assistant Director of Bands Mark Olson--plays primarily the music of Count Basie and other classic swing, and only rehearses once a week. We hold auditions in the first two weeks of fall semester to determine placement into the two bands. Both bands perform in separate concerts and jointly host performances. Recent guest artists have included Rufus Reid, George Cables, Benny Golson, Roy Haynes, Eddie Palmieri, Jimmy Heath, and Cecil McBee.",harvardjazzband@fas.harvard.edu,http://www.harvardjazzbands.com
John Adams Society,The John Adams Society is dedicated to exploring the Western intellectual tradition through discussion and debate. We aspire to pursue the Truth together as a community of friends.,johnadamssocietas@gmail.com,-
Juggling Society,The Harvard Undergraduate Juggling Society is a community for jugglers of any level to come together. We hope to build a space anyone can learn to juggle and jam.,harvardjugglers@gmail.com,https://www.facebook.com/harvardjugglers
Kali Praxi,-,tbd,-
Keylatch Afterschool Program (KASP) (PBHA),"The Keylatch Afterschool Program works with an amazing group of K-5 grade children from a low-income, predominantly Black and Latino neighborhood in Boston??s South End. Now in its 21st year (making it the oldest afterschool program in PBHA), Keylatch has maintained deep ties with children, parents, and schools in the community. Children in the program experience valuable academic growth and enrichment as they develop strong relationships with their counselors and HAVE A GREAT TIME! Volunteers are required to commit at least 3 hours once a week. To learn more, please contact Sergio Martinez (samartin@fas), Arthur Calzontz (calzontz@fas) or Adanna Scott (scott4@fas).",keylatchafterschool@pbha.org,-
Keylatch Mentor Program (PBHA),"Keylatch Mentor&#39;s mission is to serve the middle-school-aged children in Boston&#39;s South End, at a time in their lives when they are starting to make important life choices and to see themselves and the world around them in new ways. We strive to serve as resources for them during the confusing, overwhelming, and often traumatic years that constitute early adolescence (particularly in the low-income inner city); we hope to fulfill our mission by providing them with both academic assistance and access to new environments and experiences. Mentors meet with their mentees (who are predominantly Latino and black) independently once a week for a few hours, during which time they go on specially planned outings and/or engage in tutoring. The programmatic focus of these weekly meetings is tailored to fit the individual mentee&#39;s needs, as told to the mentor by the mentee and his or her parents (and as determined by the mentor, once he or she comes to know the mentee). We go on fun group outings once a month as well! If you&#39;re interested in building a profound relationship with an incredible child, please contact Shayda Vance (svance@fas).",keylatchmentoring@pbha.org,-
Keylatch Summer Program (KSP) (PBHA),"The Keylatch Summer Program provides under-served children from Boston&#39;s South End with a high quality, enriching summer camp experience. Community leaders, families and Keylatch staff engage campers in activities that allow them to explore new opportunities, deepen cultural and community pride, and foster a love of learning. In creating and sharing in this experience, college and high school - age staff members gain tangible leadership skills, a deeper understanding of themselves, and a compelling awareness of social service.",KSP@pbha.org,-
Khmer Student Association,-,tbd,-
Kidney Disease Screening and Awareness Program (KDSAP),"The mission of the Kidney Disease Screening and Awareness Program (KDSAP) is to increase public awareness and early detection of chronic kidney disease. Our focus centers on underserved, minority communities in Greater Boston, which are at greater risk for end-stage renal disease due to genetics, as well as linguistic and socioeconomic barriers to health. Through collaborating with Boston-area nephrologists, we hope to alleviate this health disparity and improve access to culturally competent care by organizing free kidney health screenings, giving health education talks to the community, and referring at-risk individuals to health care providers. Lastly, KDSAP organizes a variety of on-campus speaker events, shadowing opportunities, and a mentorship program for students interested in public health, science, and medicine.",kdsapdirect@gmail.com,http://harvardkdsap.wix.com/main
Kids with Special Needs Achievement Program (KSNAP) (PBHA),"Kids with Special Needs Achievement Program (KSNAP) provides a unique opportunity for Harvard students to form meaningful, long-term relationships with elementary-aged children diagnosed with a mental or physical disability. These children may be stigmatized by their peers and are often in need of a stable friend and role model on whom they can rely to build their self-confidence and share their struggles. Volunteers have fostered relationships through school and home visits, tutoring, and weekend outings. As a group, KSNAP takes two field trips per semester to such places as the Aquarium, Children&#39;s Museum, and Boston Public Garden. Many kids are in need of a Big Buddy! For information, please contact Beth Kolbe (ekolbe@fas) or Sol Jorge (jorge@fas).",ksnap@pbha.org,-
Korean Association (KA),The Korean Association leads the undergraduate Korean-American community&#39;s efforts to teach and learn about Korean culture and political issues. The KA additionally provides a social outlet for Korean-American students who are interested in meeting others with a shared heritage and common interests.,ka@hcs.harvard.edu,http://www.hcs.harvard.edu/~ka
Korean International Student Association (KISA),"HCKISA is concerned with the social and cultural issues regarding Korea and Koreans in this society. The organization seeks to: a) promote an understanding and appreciation of Korean culture, and b) actively act as a liaison between organizations and institutions in Korea and the Korean international student community at Harvard.",harvardkisa@gmail.com,http://thehub.college.harvard.edu/org/harvardcollegekoreaninternationalstudentassociation160876
Kuumba Singers,"Founded in 1970, The Kuumba Singers of Harvard College is the oldest black undergraduate organization on Harvard&#39;s campus. Kuumba is a safe space for black students, a non-audition choir, and an artistic space dedicated to singing music from the African Diaspora (spirituals, gospel, R&amp;B, jazz, etc.), and celebrating Black creativity and spirituality through various mediums of creative expression: song, dance, poetry, theater, and visual art.    ",president@kuumbasingers.org,http://www.kuumbasingers.org
La Vie,-,tbd,-
Lampoon,The Harvard Lampoon is the world&#39;s oldest continually published humor magazine in the world. Our purpose is to be even older.,info@harvardlampoon.com,http://www.harvardlampoon.com
Latinas Unidas,"students who have a passion for and/or interest in the lives of Latina women. LU provides a forum for community building, intellectual discussion, and the empowerment of women. We believe that our individual backgrounds, while diverse, combine to form a strong and unique culture. We foster this strength and unity through three main branches of action: 1) Advocacy Events 2) Social Events and 3) Professional Outreach. We believe and embrace the important responsibility to the Latinx and greater Latin American community to showcase the power of women, build communal ties, and establish long-lasting career pipelines. ????",lu.harvard@gmail.com,http://harvardleadconference.org/
Latino Men&#39;s Collective (LMC),"The LMC is dedicated to the growth of Latino leaders. We are a family, uniting people of diverse backgrounds through a mentorship program, open forums, and various social events. In order to integrate, energize, and impact the Latino community at large, we engage in service endeavors within and beyond Harvard&#39;s gates.",latinomenscollectiveharvard@gmail.com,-
Latinos in Health Careers,"Harvard Latinos in Health Careers (LiHC) is a pre-professional organization whose objective is to provide undergraduate students with the resources to pursue their interest in a health profession. LiHC seeks to empower undergraduate pre-health students with academic, professional, social, cultural, and community resources. The group seeks to promote greater awareness and understanding of cultural and social issues that impact the health of our communities both within Harvard  and around the world by appropriate means such as publications, meetings, seminars, and other educational activities.                    All undergraduate students are welcome, especially those interested in medicine and the health sciences. While Latin-American health care issues will be emphasized, our central goal shall be to promote and ensure the success of culturally aware health care providers and to foster a feeling of commitment to underserved populations. Together, in conjunction with the support of the Harvard faculty, graduate schools and community, we shall become both compassionate and effective health care leaders and providers in our immediate realm and throughout the world.",latinosinhealthcareers@gmail.com,http://www.harvardlihc.com/
Latinxs in Finance and Technology,-,tbd,-
Latter-day Saint Student Association (LDSSA),"The Harvard Latter-day Saints Student Association is comprised of members of the Church of Jesus Christ of Latter-day Saints and friends. It seeks to promote friendships and build a strong community while assisting students in balancing their academic, social, cultural and religious pursuits.",ldssa-list@fas.harvard.edu,http://www.harvardldssa.org
Law Society,"The Harvard College Law Society is dedicated to providing Harvard College undergraduates with an opportunity to learn about the field of law and the career options it provides, as well as connecting with fellow peers over professional and social events. The society seeks to promote greater awareness and understanding of these opportunities within the field of law by appropriate means such as publications, meetings, seminars, and other educational events. By working with other law-related student organizations on campus, we hope to establish a support infrastructure for all members, from committed pre-law students to even those with a minor interest in law.",harvardcollegelawreview@gmail.com,https://harvardcollegelawreview.com/
LEADERS! Summer Program (PBHA),"LEADERS! is the term-time component to the summer Junior Counselor program of the PBHA Summer Urban Programs (SUP). LEADERS! strives to provide continued mentorship and academic/personal support during the year for high school teenagers from communities throughout Boston. LEADERS! emphasizes personal growth and creating a safe space and opportunity for individual leadership development and personal expression through various forms of media. For more information, please Techrosette Leng (leng@fas) or Marcus Miller (mgmiller@fas).",leaders@pbha.org,-
LEADERS! Term (PBHA),"The Leaders! Program is a youth leadership development program with a mission of fighting for youth power. In the Leaders! Program, youth realize their responsibility as community leaders by finding and exercising their power and voice. Youth are supported in developing leadership skills and partnering with their peers for change. The program incorporates youth from neighborhoods across Boston and Cambridge, including Mission Hill, Field&#39;s Corner, South Boston, the South End, Chinatown, Roxbury, Franklin and East and North Cambridge. Mentors meet their teen mentees weekly to discuss the teens&#39; personal and educational goals and support them in the different areas of the teens&#39; lives.",leaders@pbha.org,-
Leadership Institute at Harvard College (LIHC),"The Leadership Institute at Harvard College (LIHC) is a student organization devoted entirely to fostering the awareness, skills, and values of leadership among Harvard undergraduates. LIHC aims to inspire and empower students to fulfill their leadership potential at Harvard, in their communities, and in the world.",Info@harvardleaders.org,http://harvardleaders.org/
Libertarian Club,"The Harvard Libertarian Forum promotes the philosophy of liberty: free people, free markets, and free academy. By concentrating on ideas like the non-aggression principle and the sanctity of the individual, we explore what liberty means in social, economic, and political contexts. Our group organizes and attends events both on and off campus, and we also have intellectual discussions, debates, and reading groups centered around philosophy and economic theory. Ranging from classical liberals to Objectivists to anarchists, members of all ideologies that support individual freedoms are welcome. We provide reading materials for members to grow their knowledge of liberty as well as information on career opportunities and internships related to these ideas. If you&#39;re sick of a two-party duopoly on ideas, our organization is a good place to start.",HLC-Open@lists.hcs.harvard.edu,https://www.facebook.com/HarvardLibertarians/
Lowell House Opera Society,"The Lowell House Opera Society was founded in 2009 with the purpose of providing administrative and artistic student-led support and guidance to the preexisting organization the Lowell House Opera. The Lowell House Opera is a community effort involving artists within and outside of Harvard University. It is seen by audience members from throughout the Boston area, over 200 people each performance, and is critically acclaimed as Harvard University&#39;s flagship annual opera.",contact.lowell.house.opera@gmail.com,http://lowellhouseopera.com/
Lowell House Society of Russian Bell Ringers,"The Lowell House Society of Russian Bell Ringers at Harvard College promotes the study and practice of the ringing of Russian bells in the Harvard community, performing regularly on the Lowell House bells and encouraging exchange visits and historical research.",bells-list@lists.hcs.harvard.edu,http://www.lowell.harvard.edu/Bells/
LowKeys,"We are The Harvard LowKeys, one of Harvard College&#39;s premiere co-ed a cappella singing groups. A fresh, diverse, and award-winning group of eighteen undergraduates, the LowKeys love to perform at every venue, and our large repertoire allows us to tailor our performance for any event. As an a cappella group, we make family-friendly music without utilizing any instruments aside from our own voices. We sing a highly diverse repertoire, including contemporary pop, oldies, rock classics, children&#39;s songs, and ballads. We perform in Sanders Theater twice a year and frequently sing at events in the Greater Boston area. The group also prioritizes community service and outreach and often participates in volunteer work in the local area.                     Tracks from our CDs have been repeatedly selected to prestigious national collegiate a cappella compilation albums, and we have repeatedly qualified in the quarter and semi-finals of the International Championship of Collegiate A Cappella (ICCAs). We go on tour every year, and have enjoyed trips to locations such as Puerto Rico, New Orleans, Miami, San Francisco and Montreal. The LowKeys would love to sing for you, your organization, or even your friends and family, so be sure to check out our website for more information (www.theharvardlowkeys.com).",lowkeys@hcs.harvard.edu,http://theharvardlowkeys.com
MakeHarvardCollege,MakeHarvard was founded upon a belief of the importance of a collaborative maker experience. We&#39;re encouraging students to turn concepts into reality at our makeathon by providing them with a platform to envision their new ideas within teams and model a cohesive product.,makeharvard@gmail.com,http://makeharvard.io/
MAPS,"Our goal for MAPS is to provide an inclusive environment for minority premedical students, where we connect students with educational, career and networking opportunities in the medical field. We also hope to support the wider community through mentorship and public service events. People of color are underrepresented in the medical field, and we hope that our members will see that their diverse backgrounds, experiences, and perspectives are invaluable in the medical community.",mapsharvard@gmail.com,-
Mariachi Veritas,"Mariachi Veritas de Harvard, like all Mariachi ensembles, perform traditional Mexican music. The sounds of trumpets, violins, guitars and the guitarron (bass guitar) combined with singing voices and the culture it represents make up the essence of the Mariachi sound. This is beautiful music that can range from very simple to sophisticated, from loud and lively to somber and soft, from old to new, and from and from regional to universal. Because Mariachi music has a special place in the hearts of many members of Harvard and the surrounding community, because we would like to contribute to the musical and cultural diversity available in the area, (and because it is simply great music!), Harvard students have come together to perform this music since the 2001 school year. We are the first student Mariachi in the East Coast.",mariachi@hcs.harvard.edu,https://mariachiveritasdeharvard.com
Marketing Group,"The ???Harvard Undergraduate Marketing Group??? is concerned with bringing together undergraduate students with a common inclination &amp; interest in marketing. The organization will be offering complete marketing outsourcing services to Harvard recognized clubs/associations/societies or companies affiliated with Harvard students or alumni, such as rebranding, logo and website design, campaign implementation and anything else that our clients ask provided that it is marketing related and we have the capacity as a club to carry it out. This will allow the Team members to explore their interest in marketing and develop their skills. It will also allow other Harvard Clubs to benefit from more holistic and advanced marketing services. Our organization will also increase awareness and interest among Harvard students on possibilities and merits of careers in marketing, by bringing to the school accomplished marketers as guest speakers at events.",tbd,-
Mathematics Association (HUMA),"To advance undergraduate knowledge and appreciation of mathematics, encourage social interaction among math students, and advise students interested in studying mathematics. HUMA strives to create and maintain a strong and lively community for all students interested in the mathematical sciences.",math@hcs.harvard.edu,http://harvardhuma.org/
Medical Humanities Forum,"The Harvard College Medical Humanities Forum strives to foster a community in which undergraduates who are interested in the medical humanities can collectively explore their academic interests and passions. It will create weekly opportunities for students to engage in critical discussion with each other about medical humanities scholarship and also host events in which students can learn from faculty members and healthcare practitioners involved in the medical humanities field.                     Importantly, the Medical Humanities Forum will encourage students to collectively reflect on how pre-medical and pre-health experiences relate to their future practice of medicine or other health-related fields. For instance, it will encourage students to explore the often-overlooked question of how humanities studies can prepare aspiring clinicians to treat patients ?? a responsibility that requires not only scientific knowledge but also the very human ability to engage patients as people.                      Students in the Forum will discuss essential questions like this one during weekly meetings and in their writing. To provide an outlet for student voices in the medical humanities, the Forum will maintain an online publication of creative writing, in which students can publish works about the pre-medical and pre-health experiences or about their more general experiences with suffering, illness, and healing. The Forum will also publish on an online blog, in which students can post interviews with medical humanities faculty and healthcare professionals as well as updates about the medical humanities field. Through the scholarship of dedicated students guided by faculty and physicians, the newly emerging medical humanities field has the opportunity to grow and develop on Harvard??s campus.",harvardmedicalhumanities@gmail.com,http://medhum.tumblr.com
Meditation Club,"The Harvard College Meditation Club is a community dedicated to regular meditation practice and compassion for ourselves and others. Through practice and community, we hope to help our members live more mindful, skillful, and joyful lives.",harvardmeditation@gmail.com,http://harvardmeditationclub.wordpress.com/
MENA Conference,We are an organization that is devoted to building the first Harvard Conference related to MENA issues in the Middle East.,harvardmenainitiative@gmail.com,-
Mentors for Urban Debate,The Harvard College Association for Urban Debate is a community service organization concerned with educating students at local public high schools about public speaking and debate as well as volunteering as judges at Boston Debate League tournaments. We plan to mentor students regularly to help them prepare for their tournaments and work closely with the Boston Urban Debate League to coordinate our efforts.,hcmudebate@gmail.com,http://hcmudebate.org
Minority Association of Premedical Students,-,tbd,-
Mission Hill Afterschool Program (MHASP) (PBHA),"The Mission Hill After School Program was created in 1983 at the request of residents of the Mission Main and Alice Taylor housing developments in Roxbury. Serving 60 children (ages 5-14) divided into four age groups, MHASP volunteers strive to provide individual attention within a classroom setting, with both homework assistance and by working with the children on a creative curriculum designed by coordinators. Additionally, optional bi-weekly field trips to museums, cultural events, and recreational facilities enhance counselor-child friendships. Counselors work with the same 1 or 2 children for the entire semester to provide the most consistent and rewarding relationship. The time commitment is 3.5 hours a week during one afternoon Monday through Thursday. For more information, please contact Irina Vaynerman at mission.hill.after.school@gmail.com",mhasp@pbha.org,http://www.hcs.harvard.edu/~mhasp/
Mission Hill Summer Program (MHSP) (PBHA),"The Mission Hill Summer Program (MHSP) is a seven-week, affordable, academic camp which serves families from Roxbury&#39;s Mission Main and Alice Taylor Housing Developments, both predominantly African American and Latino communities. Founded at the request of community members, the camp seeks to provide a safe space for the 80 campers, ages 6 to 13, for the price of $95 for the entire summer. Each morning is strictly academic, as campers learn literacy and math in order to prevent summer learning loss and prepare them for the next year in the classroom. In the afternoons, the campers go on field trips and perform their own service projects across the greater Boston area in order to provide them with deeper experiences within their greater community than they generally get in school. MHSP provides crucial services for families who struggle to find affordable, innovative childcare. Many have siblings in the program and return year after year, and MHSP has become a fixture in the community. MHSP also hires 12 teens from the community to work as Junior Counselors. Senior Counselors will live in Roxbury and will work closely with the families of their campers. MHSP is looking for committed counselors with an interest in poverty, social justice, social work, and education.",MHSP@pbha.org,-
Mission Mentor (PBHA),"Like the Mission Hill After-School Program, Mission Mentor works with youth from the Mission Main and Alice Taylor housing developments in Roxbury. While MHASP is an academic program that runs on Monday-Thursday, Mission Mentor is a long-term, ONE-ON-ONE mentoring program that transports mentors to the Mission Hill area on Friday afternoons. In response to community desires, the focus of Mission Mentor is changing! Our program has adopted a loosely structured curriculum that aims to demystify the college experience for mentees and guide mentees toward goal setting and goal achievement. In addition to planning activities inspired by their own interests and expertise, mentors and mentees will do college-experience related activities such as attending a college event/concert, participating in a community service project, researching an interest in a college library, and spending time on campus. Our hope is that with the encouragement and friendship of committed mentors, our mentees will approach their educations and futures with new confidence and optimism. For more information, please contact Nimet Eren (neren@fas).",MissionMentor@pbha.org,-
Mock Trial,"The Harvard College Mock Trial Association is dedicated to furthering a passion for trial advocacy and the law at Harvard College. We are a student-run group which competes regionally and nationally in competitions organized by the American Mock Trial Association. These competitions consist of trying legal cases in front of real judges and attorneys. In short, the program seeks to enhance and apply its members&#39; acute analytical reasoning, strategic thinking and rhetorical skills.",harvardmocktrial@gmail.com,https://www.harvardmocktrial.org/
Model Congress (HMC),Harvard Model Congress strives to inspire high school students to participate in civic life by creating a dynamic environment where students learn from one another through their interactions with American democracy.,presidents@harvardmodelcongress.org,http://www.harvardmodelcongress.org
Model Congress Asia,"Harvard Model Congress Asia hosts an annual government simulation conference in Asia surrounding global and regional issues. High school students gather to debate various perspectives, theorize possible legislation and action, learn public-speaking skills, and be a more knowledgeable and engaged citizen of the world.",president@hmcasia.org,http://www.hmcasia.org
Model Congress Europe (HMCE),"Harvard Model Congress Europe is an organization dedicated to educating and engaging high school students from Europe and around the world regarding the responsibilities and global issues of American and international governments. The organization hones skills in debate, negotiation, and compromise among students through organizing an annual government simulation conference in Europe each year.",president@hmceurope.org,http://www.hmceurope.org
Model Congress Latin America (MCLA),"Model Congress Latin America strives to further education among the Harvard community and high school students around the world, especially from Latin America, about the United States government and its relation with this region, as well as International government bodies through a simulation conference held annually in Latin America and on-campus events.",president@hmcla.org,http://www.hmclatinamerica.org
Model Congress Middle East,"Model Congress Middle East, a government simulation conference in Dubai, is dedicated to teaching, inspiring, and connecting high school students from across the world.",president@hmcdubai.org,http://www.hmcdubai.org/
Model Congress San Francisco,"Harvard Model Congress San Francisco is a government simulation conference for high school students that is run by Harvard undergraduates. High school students from around the country convene for four days in the Hilton Hotel in San Francisco&#39;s Financial District, and assume the roles of politicians as they debate the most pressing public policy issues of our time. The conference is designed to get students interested in public service, in addition to developing their public speaking skills and writing skills.",sfpresident@harvardmodelcongress.org,http://hmcsanfran.org
Model Security Council (MSC),"Model Security Council is a one day Model United Nations simulation designed specially for the freshman class. It includes a &quot;Welcome Week&quot; that introduces prospective members to each program of the IRC and its leadership.         Every September, MSC brings together about 150 new students to participate as delegates in simulations of the Security Council and other UN committees and serves as the largest recruiting event for the International Relations Council.          We are part of the Harvard International Relations Council - the same registration details apply as for the IRC - please see the IRC listing for details and the most updated information.",msc@harvardirc.org,http://ircwelcomeweek.org
Model United Nations (HMUN),"Harvard Model United Nations (HMUN) is a four-day international relations simulation for high school students held annually in downtown Boston. Each January, more than 3,000 delegates, 300 Faculty Advisors, and 200 Harvard undergraduates congregate at the Sheraton Boston Hotel to confront and debate issues of international import. In participating at HMUN, delegates experience first-hand the challenges of negotiation by assuming the roles of United Nations representatives and members of other decision-making bodies, and staff members develop skills in business, administration, management, and researching and writing about international affairs.          HMUN is also the longest-running simulation of its kind, built upon a decades-old tradition of excellence that stretches back to Harvard&#39;s first Model United Nations conference, held in 1953 (and even to the university&#39;s first Model League of Nations, held in 1927). Each year, conference leadership provides an unprecedented experience to staff, delegates, and faculty alike.",info@harvardmun.org,http://www.harvardmun.org
Modern Dance Company (HRMDC),"The Harvard-Radcliffe Modern Dance Company is the longest-running student dance company on campus. We are a contemporary dance group that welcomes a wide variety of dance styles and are dedicated to creating innovative choreography and performance. Our goals are to develop members&#39; technical and creative skills while also encouraging an appreciation for dance on campus and in the community. HRMDC offers members a weekly company class, guest workshops, and the opportunity to choreograph their own pieces as well as to participate in original, professionally choreographed pieces, all of which are showcased in two concerts each year.",hrmoderndance@gmail.com,http://www.hrmdc.org
Mountaineering Club,"The Harvard Mountaineering Club is dedicated to the pursuit of mountain adventure. In term-time, this can mean bouldering, rock climbing, snow climbing, ice climbing, and ski mountaineering. During vacations the HMC organizes and subsidizes mountaineering expeditions in the United States and around the world in attempts to repeat classic lines or establish first ascents. On-campus, the Club offers multiple bouldering walls, several speaker events a year, a library, a spacious and sociable clubroom, and loaner gear to get you started climbing. All levels of experience are welcome, from beginners to expert mountaineers.",mountain-list@lists.fas.harvard.edu,http://www.harvardmountaineering.org
Mozart Society Orchestra (MSO),"The Mozart Society Orchestra (MSO), founded in 1984, is Harvard&#39;s premier classical-sized orchestra, enjoying both the intimate music-making of a chamber orchestra and the power of masterpieces usually performed by symphony orchestras. Though musical excellence is its top concern, MSO also boasts one of the most friendly and collegial atmospheres among the musical ensembles on campus.",mozartsocietyorchestra@gmail.com,https://msoweb.wordpress.com
Music in Hospitals and Nursing Homes Using Entertainment as Therapy (MIHNUET),"Harvard-Radcliffe MIHNUET (Music in Hospitals &amp; Nursing Homes Using Entertainment as Therapy) is a public service organization that brings live music from the Harvard community into hospitals and nursing homes in the greater Boston area.         MIHNUET has several missions: to share the joy and therapeutic nature of music with the ill and elderly, to build positive relationships between the Harvard community and these residents through music and conversation, and to foster a dual sense of service and community among Harvard musicians.         We welcome performers and ensembles from beginner to conservatory-level, and from all musical genres and backgrounds!         For a peek at how our past trips have gone, check out our blog at http://mihnuet.tumblr.com/!",mihnuet.harvard@gmail.com,http://www.hcs.harvard.edu/~mihnuet/
Musical Theater,"Harvard College Musical Theater aims to support and promote musical theater on campus. The organization shall sponsor at least one full-scale production each semester, along with a small-scale cabaret production to showcase a breadth of student talent. The organization shall also strive to create opportunities for the development of student composers and writers. Above all, HCMT shall foster an inclusive and supportive community of artists.",harvardcollegemusicaltheater@gmail.com,-
National Model United Nations (HNMUN),"Founded in 1955 only a decade after the United Nations, Harvard National Model United Nations (HNMUN), is the largest, oldest, and most prestigious conference of its kind. Staffed entirely by Harvard College undergraduates, HNMUN brings over 3,000 students and faculty together from colleges and universities around the world to simulate the activities of the United Nations. HNMUN offers a unique opportunity to experience the challenges of international negotiation and diplomacy. This year, the conference will take this tradition to a new level with numerous innovations designed to enhance the delegate experience. This session will be held at the Boston Park Plaza Hotel from Thursday, February 15, through Sunday, February 18, 2018. Throughout the conference, delegates will gain insight into the workings of the United Nations by actively participating in the resolution of important global issues. Participants will not only work with hundreds of other motivated college students with the common goals of furthering international awareness and building consensus, but will also work within a lively social setting.",info@hnmun.org,http://www.hnmun.org
National Society of Black Engineers (NSBE),-,tbd,-
Native American Youth Education Mentor Program (NAYEP Mentor) (PBHA),NAYEP Mentor is a mentoring extension of the Native American Youth Enrichment Program.,NAYEPterm@pbha.org,-
Native American Youth Enrichment Program Summer (NAYEP) (PBHA),"NAYEP is a 7-week summer program for Native American children ages 6-13. Unlike most summer programs, we are not geographically centered. NAYEP serves children of all tribal ancestries from all across the Boston area. Senior counselors each lead a group of 8-10 children between 9 am and 4 pm on weekdays. Our mornings are focused on curriculum, our afternoons are usually reserved for field trips and constructive recreation (such as swimming lessons). Curriculum is developed by each senior counselor and therefore changes each summer, but all major academic areas are covered. We also spend a great deal of focus on Native culture, history, myth and identity, as well as health and environmental issues, multiculturalism, and developing creativity. Each senior counselor has a classroom in the basement of NAICOB, the North American Indian Center of Boston. We have a particular challenge in that our campers come from all kinds of social and economic backgrounds. In-depth knowledge/experience in Native Issues is not necessarily a prerequisite for the job of senior counselor. Anyone with a real interest in learning and teaching is welcomed and encouraged to apply.",nayep@pbha.org,http://www.hcs.harvard.edu/~NAYEP
Native Americans at Harvard College (NAHC),"Native Americans at Harvard College seeks to provide social, intellectual and cultural activities for both Native students at Harvard and for other interested members of the Harvard community. We recognize that Native students are an ultra-minority and attempt to foster a sense of community among our members. We also try to educate the Harvard campus about Native issues and debunk popular misconceptions of Natives through our activities and events.",nahc1636@gmail.com,http://www.hcs.harvard.edu/~nahc
Nepali Students Association (NeSA),"The Harvard College Nepali Students Association(NeSA) is concerned with building networks and support system for the Nepali students on campus, raising awareness about the cultural, political and social landscape in Nepal and representing the diversity within South Asian nations better. NeSA is a secular organization that seeks to promote the diversity in culture of the Nepalese all over the world. NeSA will provide space for a combination of cultural, social, academic and political events that will be open to all undergraduates and will work to foster a sense of belonging on Harvard???s campus.       ",harvardnesa@gmail.com,-
Network of Enlightened Women (NeW),"NeW at Harvard College is an organization of students who seek to start conversations about politics, gender, feminism, and conservative ideas on our campus. We aim to break the stereotype that all college-age women are liberal and promote freedom of inquiry, thought, and speech at Harvard.",newatharvard@gmail.com,http://www.newatharvard.wordpress.com
Nigerian Students Association (NSA),"The Harvard College Nigerian Student Association is strongly committed to building a network of Nigerians both at Harvard and beyond. Through this network, it will seek to promote awareness of Nigerian issues. Furthermore, the Association, in collaboration with the larger African community, will work to promote social activism among Nigerians.",Harvardnsa10@gmail.com,https://harvardnsa.wordpress.com/
Noteables,"The Noteables: Harvard&#39;s Broadway Beat is dedicated to the singing and performing of songs from musical theatre and musical cinema. Moreover, it is a group that provides an opportunity for undergraduates who love to sing to pursue that interest in a non-competitive atmosphere.",noteables@hcs.harvard.edu,http://www.noteabl.es
Numismatic Association,The Harvard College Numismatic Association is devoted to promoting and educating the Harvard community on matters related to coins and currency. The club serves as a means to allow members of the Harvard community to share their own numismatic knowledge and connect with other interested students of all experience levels; and aims to promote numismatic literacy through public lectures from leading academics. ,harvardnumismatics@gmail.com,-
Omo Naija,"Omo Naija, Harvard&#39;s premier Nigerian dance troupe, fuses rich and traditional West African culture with a modern, popular twist. Founded in the fall of 2015 by six undergraduate first-year students, Omo Naija strives to showcase the diversity in African styles of dance, while exposing the Harvard community to the beauty of Nigerian culture.",omonaija.harvard@gmail.com,https://www.facebook.com/pg/harvardomonaija/about/?ref=page_internal
On Harvard Time (OHT),"On Harvard Time (OHT) is Harvard&#39;s premier source of quality comedy. We release weekly comedy-news and sketch comedy videos to the web. We also collaborate efforts with other on-campus comedy groups such as our Comedy Extravaganzas, LMAO, and more. OHT&#39;s aim is to report and lampoon on what&#39;s happening at Harvard University, provide a look into what life is like at Harvard, and give the Harvard perspective on national and international news as well. It aims to enrich the community with humor about Harvard. OHT also provides undergraduates an incredible opportunity to learn and hone their skills in business, marketing, writing, camerawork, technical work, directing, producing, and reporting in an inclusive and fun broadcast television environment.",onharvardtime@gmail.com,http://www.onharvardtime.com
